Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF,Johnathan Williams (11564352) (LOCKED),Johnathan Williams,11564352,PF/F/UTIL,3100,In Progress,LAL,10.38
SF,Alex Poythress (11564465) (LOCKED),Alex Poythress,11564465,SF/F/UTIL,3100,Final,ATL,14.55
C,Jakob Poeltl (11564518) (LOCKED),Jakob Poeltl,11564518,C/UTIL,3100,Final,SA,8.81
PG/SG,Ian Clark (11564576) (LOCKED),Ian Clark,11564576,PG/SG/G/UTIL,3100,Final,NO,8.07
C,Zhou Qi (11563860) (LOCKED),Zhou Qi,11563860,C/UTIL,3000,Final,HOU,2
SF,Vincent Edwards (11563862) (LOCKED),Vincent Edwards,11563862,SF/F/UTIL,3000,Final,HOU,0
PG/SG,Brandon Knight (11563865) (LOCKED),Brandon Knight,11563865,PG/SG/G/UTIL,3000,Final,HOU,0
PG,Tyler Ulis (11563920) (LOCKED),Tyler Ulis,11563920,PG/G/UTIL,3000,Final,CHI,0
PG,Rawle Alkins (11563923) (LOCKED),Rawle Alkins,11563923,PG/G/UTIL,3000,Final,CHI,0
PF/C,Ike Anigbogu (11563967) (LOCKED),Ike Anigbogu,11563967,PF/C/F/UTIL,3000,Final,IND,2.75
PF,Alize Johnson (11563971) (LOCKED),Alize Johnson,11563971,PF/F/UTIL,3000,Final,IND,2.33
PG,Edmond Sumner (11563977) (LOCKED),Edmond Sumner,11563977,PG/G/UTIL,3000,Final,IND,1.25
PF,Ben Moore (11563980) (LOCKED),Ben Moore,11563980,PF/F/UTIL,3000,Final,IND,0
PG,PJ Dozier (11564024) (LOCKED),PJ Dozier,11564024,PG/G/UTIL,3000,Final,BOS,0
PF,Guerschon Yabusele (11564027) (LOCKED),Guerschon Yabusele,11564027,PF/F/UTIL,3000,Final,BOS,2.45
PG,Walt Lemon Jr. (11564030) (LOCKED),Walt Lemon Jr.,11564030,PG/G/UTIL,3000,Final,BOS,0
PG/SG,Brad Wanamaker (11564033) (LOCKED),Brad Wanamaker,11564033,PG/SG/G/UTIL,3000,Final,BOS,3.38
SG,Jabari Bird (11564037) (LOCKED),Jabari Bird,11564037,SG/G/UTIL,3000,Final,BOS,0
PF,Semi Ojeleye (11564040) (LOCKED),Semi Ojeleye,11564040,PF/F/UTIL,3000,Final,BOS,4.67
SG,J.P. Macura (11564077) (LOCKED),J.P. Macura,11564077,SG/G/UTIL,3000,Final,CHA,0
PG,Devonte' Graham (11564080) (LOCKED),Devonte' Graham,11564080,PG/G/UTIL,3000,Final,CHA,7
SG,Dwayne Bacon (11564083) (LOCKED),Dwayne Bacon,11564083,SG/G/UTIL,3000,Final,CHA,7.5
PF/C,Frank Kaminsky (11564086) (LOCKED),Frank Kaminsky,11564086,PF/C/F/UTIL,3000,Final,CHA,3.25
C,Bismack Biyombo (11564090) (LOCKED),Bismack Biyombo,11564090,C/UTIL,3000,Final,CHA,10.19
PG,Joe Chealey (11564092) (LOCKED),Joe Chealey,11564092,PG/G/UTIL,3000,Final,CHA,0
PF/C,Channing Frye (11564133) (LOCKED),Channing Frye,11564133,PF/C/F/UTIL,3000,Final,CLE,12
SG,J.R. Smith (11564137) (LOCKED),J.R. Smith,11564137,SG/G/UTIL,3000,Final,CLE,5.25
C,Ante Zizic (11564140) (LOCKED),Ante Zizic,11564140,C/UTIL,3000,Final,CLE,6.68
SG/SF,David Nwaba (11564142) (LOCKED),David Nwaba,11564142,SG/SF/F/G/UTIL,3000,Final,CLE,5.5
PF,Billy Preston (11564147) (LOCKED),Billy Preston,11564147,PF/F/UTIL,3000,Final,CLE,0
SG,John Holland (11564150) (LOCKED),John Holland,11564150,SG/G/UTIL,3000,Final,CLE,0
C,Ekpe Udoh (11564188) (LOCKED),Ekpe Udoh,11564188,C/UTIL,3000,Final,UTA,3.8
SF/PF,Thabo Sefolosha (11564190) (LOCKED),Thabo Sefolosha,11564190,SF/PF/F/UTIL,3000,Final,UTA,0
PG,Raul Neto (11564194) (LOCKED),Raul Neto,11564194,PG/G/UTIL,3000,Final,UTA,0
PF,Tyler Cavanaugh (11564197) (LOCKED),Tyler Cavanaugh,11564197,PF/F/UTIL,3000,Final,UTA,0
PG,Nazareth Mitrou-Long (11564200) (LOCKED),Nazareth Mitrou-Long,11564200,PG/G/UTIL,3000,Final,UTA,0
SG,Grayson Allen (11564203) (LOCKED),Grayson Allen,11564203,SG/G/UTIL,3000,Final,UTA,6.5
C,Tony Bradley (11564206) (LOCKED),Tony Bradley,11564206,C/UTIL,3000,Final,UTA,0
PF,Tyler Lydon (11564252) (LOCKED),Tyler Lydon,11564252,PF/F/UTIL,3000,Final,DEN,1.42
C,Thomas Welsh (11564255) (LOCKED),Thomas Welsh,11564255,C/UTIL,3000,Final,DEN,2.75
PG,DeVaughn Akoon-Purcell (11564257) (LOCKED),DeVaughn Akoon-Purcell,11564257,PG/G/UTIL,3000,Final,DEN,1.12
SF/PF,Jarred Vanderbilt (11564260) (LOCKED),Jarred Vanderbilt,11564260,SF/PF/F/UTIL,3000,Final,DEN,0
SF/PF,Michael Porter Jr. (11564264) (LOCKED),Michael Porter Jr.,11564264,SF/PF/F/UTIL,3000,Final,DEN,0
C,Meyers Leonard (11564308) (LOCKED),Meyers Leonard,11564308,C/UTIL,3000,In Progress,POR,6.45
SG,Gary Trent Jr. (11564310) (LOCKED),Gary Trent Jr.,11564310,SG/G/UTIL,3000,In Progress,POR,0
PG,Wade Baldwin IV (11564313) (LOCKED),Wade Baldwin IV,11564313,PG/G/UTIL,3000,In Progress,POR,0.75
SG,Anfernee Simons (11564316) (LOCKED),Anfernee Simons,11564316,SG/G/UTIL,3000,In Progress,POR,1
SG,Alex Caruso (11564355) (LOCKED),Alex Caruso,11564355,SG/G/UTIL,3000,In Progress,LAL,0
SF/PF,Michael Beasley (11564358) (LOCKED),Michael Beasley,11564358,SF/PF/F/UTIL,3000,In Progress,LAL,1.92
C,Ivica Zubac (11564362) (LOCKED),Ivica Zubac,11564362,C/UTIL,3000,In Progress,LAL,3.62
SG,Sviatoslav Mykhailiuk (11564364) (LOCKED),Sviatoslav Mykhailiuk,11564364,SG/G/UTIL,3000,In Progress,LAL,6.25
C,Moritz Wagner (11564367) (LOCKED),Moritz Wagner,11564367,C/UTIL,3000,In Progress,LAL,0
C,Isaac Bonga (11564369) (LOCKED),Isaac Bonga,11564369,C/UTIL,3000,In Progress,LAL,0
PF,Yante Maten (11564421) (LOCKED),Yante Maten,11564421,PF/F/UTIL,3000,Final,MIA,0
SF,Duncan Robinson (11564424) (LOCKED),Duncan Robinson,11564424,SF/F/UTIL,3000,Final,MIA,10.5
PF,Udonis Haslem (11564427) (LOCKED),Udonis Haslem,11564427,PF/F/UTIL,3000,Final,MIA,0.25
SF/PF,Justin Anderson (11564468) (LOCKED),Justin Anderson,11564468,SF/PF/F/UTIL,3000,Final,ATL,0
C,Miles Plumlee (11564472) (LOCKED),Miles Plumlee,11564472,C/UTIL,3000,Final,ATL,10.45
PG,Tyler Dorsey (11564474) (LOCKED),Tyler Dorsey,11564474,PG/G/UTIL,3000,Final,ATL,7.55
SG,Daniel Hamilton (11564477) (LOCKED),Daniel Hamilton,11564477,SG/G/UTIL,3000,Final,ATL,0
PG,Jaylen Adams (11564480) (LOCKED),Jaylen Adams,11564480,PG/G/UTIL,3000,Final,ATL,2.38
SF,Quincy Pondexter (11564524) (LOCKED),Quincy Pondexter,11564524,SF/F/UTIL,3000,Final,SA,8.06
C,Drew Eubanks (11564527) (LOCKED),Drew Eubanks,11564527,C/UTIL,3000,Final,SA,2
PF,Chimezie Metu (11564529) (LOCKED),Chimezie Metu,11564529,PF/F/UTIL,3000,Final,SA,6.17
PG,Dejounte Murray (11564532) (LOCKED),Dejounte Murray,11564532,PG/G/UTIL,3000,Final,SA,0
SG,Lonnie Walker IV (11564535) (LOCKED),Lonnie Walker IV,11564535,SG/G/UTIL,3000,Final,SA,0
