Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG,Jaylen Morris (11557469) (LOCKED),Jaylen Morris,11557469,SG/G/UTIL,3000,Final,MIL,0
PG,Trevon Duval (11557472) (LOCKED),Trevon Duval,11557472,PG/G/UTIL,3000,Final,MIL,0
PF,Guerschon Yabusele (11557475) (LOCKED),Guerschon Yabusele,11557475,PF/F/UTIL,3000,Final,BOS,2.45
PG,PJ Dozier (11557478) (LOCKED),PJ Dozier,11557478,PG/G/UTIL,3000,Final,BOS,0
PG/SG,Brad Wanamaker (11557481) (LOCKED),Brad Wanamaker,11557481,PG/SG/G/UTIL,3000,Final,BOS,3.38
PG,Walt Lemon Jr. (11557485) (LOCKED),Walt Lemon Jr.,11557485,PG/G/UTIL,3000,Final,BOS,0
SG,Jabari Bird (11557488) (LOCKED),Jabari Bird,11557488,SG/G/UTIL,3000,Final,BOS,0
PF,Semi Ojeleye (11557491) (LOCKED),Semi Ojeleye,11557491,PF/F/UTIL,3000,Final,BOS,1.35
PF/C,Zach Randolph (11557494) (LOCKED),Zach Randolph,11557494,PF/C/F/UTIL,3000,Final,SAC,0
PF/C,Skal Labissiere (11557498) (LOCKED),Skal Labissiere,11557498,PF/C/F/UTIL,3000,Final,SAC,3.42
SF,Wenyen Gabriel (11557502) (LOCKED),Wenyen Gabriel,11557502,SF/F/UTIL,3000,Final,SAC,0
SG/SF,Ben McLemore (11557505) (LOCKED),Ben McLemore,11557505,SG/SF/F/G/UTIL,3000,Final,SAC,3
C,Miles Plumlee (11557510) (LOCKED),Miles Plumlee,11557510,C/UTIL,3000,Final,ATL,13.06
SF/PF,Justin Anderson (11557512) (LOCKED),Justin Anderson,11557512,SF/PF/F/UTIL,3000,Final,ATL,0
PG,Tyler Dorsey (11557516) (LOCKED),Tyler Dorsey,11557516,PG/G/UTIL,3000,Final,ATL,5.81
PG,Jaylen Adams (11557519) (LOCKED),Jaylen Adams,11557519,PG/G/UTIL,3000,Final,ATL,2.38
SG,Daniel Hamilton (11557522) (LOCKED),Daniel Hamilton,11557522,SG/G/UTIL,3000,Final,ATL,0
SG,Furkan Korkmaz (11557525) (LOCKED),Furkan Korkmaz,11557525,SG/G/UTIL,3000,Final,PHI,2.45
PG,Shake Milton (11557528) (LOCKED),Shake Milton,11557528,PG/G/UTIL,3000,Final,PHI,0
SF,Zhaire Smith (11557531) (LOCKED),Zhaire Smith,11557531,SF/F/UTIL,3000,Final,PHI,0
PG/SG,Jerryd Bayless (11557534) (LOCKED),Jerryd Bayless,11557534,PG/SG/G/UTIL,3000,Final,PHI,0
PF,Jonah Bolden (11557538) (LOCKED),Jonah Bolden,11557538,PF/F/UTIL,3000,Final,PHI,2.62
PG,Demetrius Jackson (11557541) (LOCKED),Demetrius Jackson,11557541,PG/G/UTIL,3000,Final,PHI,0
PG/SG,Tyrone Wallace (11557544) (LOCKED),Tyrone Wallace,11557544,PG/SG/G/UTIL,3000,Final,LAC,2.42
SF,Johnathan Motley (11557548) (LOCKED),Johnathan Motley,11557548,SF/F/UTIL,3000,Final,LAC,0
SG,Sindarius Thornwell (11557551) (LOCKED),Sindarius Thornwell,11557551,SG/G/UTIL,3000,Final,LAC,0
C,Angel Delgado (11557554) (LOCKED),Angel Delgado,11557554,C/UTIL,3000,Final,LAC,0
SG,Jerome Robinson (11557556) (LOCKED),Jerome Robinson,11557556,SG/G/UTIL,3000,Final,LAC,3.58

